,Latitude,Longitude,Neighbourhood,Cluster Labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue
0,48.0827,11.4588,3,8,Supermarket,Drugstore,Forest,Italian Restaurant,Miscellaneous Shop,ATM,Opera House,Outlet Store,Outdoors & Recreation,Outdoor Supply Store
1,48.0827,11.4737,4,28,Bakery,Market,Hotel,Pool,Pharmacy,Opera House,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store
2,48.0827,11.4886,5,18,Italian Restaurant,Ice Cream Shop,Tennis Court,Bakery,Ramen Restaurant,Gas Station,Food & Drink Shop,BBQ Joint,Pizza Place,Drugstore
3,48.0827,11.503499999999999,6,0,BBQ Joint,Bus Stop,Bakery,Gas Station,Pool,Drugstore,Fast Food Restaurant,Organic Grocery,Skate Park,Soccer Field
4,48.0827,11.5184,7,26,Movie Theater,Bus Stop,Pastry Shop,Light Rail Station,Trail,Farmers Market,German Restaurant,Supermarket,Deli / Bodega,Italian Restaurant
5,48.0827,11.5333,8,30,Bus Stop,German Restaurant,Ice Cream Shop,Asian Restaurant,Farmers Market,Boat Rental,Bank,Bakery,Lake,Movie Theater
6,48.0827,11.5482,9,30,German Restaurant,Tram Station,Boat Rental,Lake,Trattoria/Osteria,Bus Stop,Lottery Retailer,Food & Drink Shop,Nightclub,Outlet Store
7,48.0827,11.5631,10,25,German Restaurant,Bus Stop,Moving Target,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
8,48.0827,11.578,11,17,Athletics & Sports,ATM,Pastry Shop,Paper / Office Supplies Store,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
9,48.0827,11.5929,12,27,Intersection,Modern European Restaurant,Gas Station,ATM,Office,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
10,48.0827,11.607800000000001,13,3,Harbor / Marina,Bakery,Gym,Gas Station,Light Rail Station,Greek Restaurant,Supermarket,Asian Restaurant,Optical Shop,Outlet Store
11,48.0827,11.6227,14,8,Supermarket,Indian Restaurant,Food & Drink Shop,Café,Lottery Retailer,Optical Shop,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store
12,48.0827,11.6376,15,27,Coffee Shop,German Restaurant,Snack Place,Trail,Pharmacy,Restaurant,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
13,48.0827,11.6525,16,28,Greek Restaurant,Bus Stop,Hotel,Athletics & Sports,Park,Restaurant,Lottery Retailer,Nightclub,Noodle House,Paper / Office Supplies Store
14,48.0827,11.6674,17,0,Bus Stop,Forest,Building,Soccer Field,Construction & Landscaping,Hotel,Liquor Store,Greek Restaurant,Supermarket,Beer Garden
15,48.0827,11.6823,18,25,Bus Stop,Forest,Greek Restaurant,ATM,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
16,48.0827,11.6972,19,8,Supermarket,Motorcycle Shop,Pet Store,Bus Stop,ATM,Opera House,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
17,48.090057894736844,11.4141,20,8,Supermarket,Pastry Shop,Pharmacy,German Restaurant,ATM,Office,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
18,48.090057894736844,11.4439,22,13,Entertainment Service,ATM,Opera House,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
19,48.090057894736844,11.4588,23,26,Italian Restaurant,Drugstore,Supermarket,Pizza Place,Forest,Chinese Restaurant,Café,Kebab Restaurant,Organic Grocery,Palace
20,48.090057894736844,11.4737,24,18,Kebab Restaurant,Bus Stop,Sports Club,Café,Pool,Hotel,Chinese Restaurant,Plaza,Farmers Market,Pizza Place
21,48.090057894736844,11.4886,25,3,Bus Stop,Gas Station,Farmers Market,Bakery,Supermarket,German Restaurant,Pharmacy,Drugstore,Castle,Pizza Place
22,48.090057894736844,11.503499999999999,26,3,Supermarket,Gym / Fitness Center,Bus Stop,Bakery,Asian Restaurant,Furniture / Home Store,Fast Food Restaurant,Martial Arts School,Lounge,Modern European Restaurant
23,48.090057894736844,11.5184,27,28,Bus Stop,Hotel,Doner Restaurant,Greek Restaurant,Supermarket,Drugstore,Trail,Café,Restaurant,Trattoria/Osteria
24,48.090057894736844,11.5333,28,8,Supermarket,German Restaurant,Tennis Court,Gym,Light Rail Station,Drugstore,Bus Stop,Café,Optical Shop,Outdoors & Recreation
25,48.090057894736844,11.5482,29,27,Zoo Exhibit,German Restaurant,Beer Garden,Tram Station,Playground,Campground,Surf Spot,Golf Course,Trail,Trattoria/Osteria
26,48.090057894736844,11.5631,30,26,Supermarket,Plaza,Tram Station,Bus Stop,Italian Restaurant,German Restaurant,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
27,48.090057894736844,11.578,31,19,Bus Stop,Plaza,Supermarket,Metro Station,Athletics & Sports,ATM,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
28,48.090057894736844,11.5929,32,27,Movie Theater,Shipping Store,Gym,Fast Food Restaurant,Music Venue,Nature Preserve,Outlet Store,Outdoors & Recreation,Music School,Music Store
29,48.090057894736844,11.607800000000001,33,28,Ice Cream Shop,Plaza,Bakery,Light Rail Station,Greek Restaurant,Shipping Store,Trattoria/Osteria,Supermarket,Hotel,Newsstand
30,48.090057894736844,11.6227,34,26,Supermarket,Ice Cream Shop,Turkish Restaurant,Food & Drink Shop,German Restaurant,Gym / Fitness Center,Light Rail Station,Brewery,Playground,Nudist Beach
31,48.090057894736844,11.6376,35,26,Supermarket,Hotel,German Restaurant,Clothing Store,Light Rail Station,Restaurant,Turkish Restaurant,Bakery,Metro Station,ATM
32,48.090057894736844,11.6525,36,28,Coffee Shop,Hotel,Auto Dealership,Light Rail Station,Bus Stop,Restaurant,Plaza,Skate Park,Pizza Place,Diner
33,48.090057894736844,11.6674,37,28,Lottery Retailer,Skate Park,Greek Restaurant,Hotel,Soccer Field,Bus Stop,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
34,48.090057894736844,11.6823,38,12,Forest,ATM,Office,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
35,48.090057894736844,11.6972,39,27,Butcher,ATM,RV Park,Paper / Office Supplies Store,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
36,48.097415789473686,11.4141,40,27,Italian Restaurant,Sports Club,Beer Garden,German Restaurant,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
37,48.097415789473686,11.429,41,7,Gas Station,ATM,Office,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
38,48.097415789473686,11.4588,43,18,Bakery,Chinese Restaurant,Café,Kebab Restaurant,Performing Arts Venue,Pastry Shop,Park,Paper / Office Supplies Store,Palace,Outlet Store
39,48.097415789473686,11.4737,44,1,German Restaurant,Sports Club,Concert Hall,Chinese Restaurant,ATM,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
40,48.097415789473686,11.4886,45,26,Supermarket,Bowling Alley,Castle,Bakery,Sports Club,Italian Restaurant,Metro Station,Mexican Restaurant,Plaza,Concert Hall
41,48.097415789473686,11.503499999999999,46,3,Supermarket,Auto Dealership,Bus Stop,Gym / Fitness Center,Hotel,Pizza Place,Drugstore,Bowling Alley,Garden Center,Modern European Restaurant
42,48.097415789473686,11.5184,47,3,Supermarket,Hotel,Drugstore,Pizza Place,Ice Cream Shop,Café,Greek Restaurant,Pet Store,Bank,Bakery
43,48.097415789473686,11.5333,48,26,Supermarket,Gym,Bakery,Bus Stop,Organic Grocery,Hotel,Drugstore,Italian Restaurant,Greek Restaurant,German Restaurant
44,48.097415789473686,11.5482,49,27,Zoo Exhibit,German Restaurant,Supermarket,Convenience Store,Beer Garden,Trail,Playground,Café,Italian Restaurant,Bakery
45,48.097415789473686,11.5631,50,26,Zoo Exhibit,Supermarket,Plaza,Tram Station,German Restaurant,Beer Garden,Convenience Store,Sports Club,Bus Stop,Thai Restaurant
46,48.097415789473686,11.578,51,30,Bus Stop,Soccer Field,Ice Cream Shop,Gym Pool,Sports Club,German Restaurant,Metro Station,Taverna,Gym,Sporting Goods Shop
47,48.097415789473686,11.5929,52,30,Movie Theater,Gym,Bus Stop,German Restaurant,Paper / Office Supplies Store,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
48,48.097415789473686,11.607800000000001,53,0,Bus Stop,Bakery,Hotel,Light Rail Station,Plaza,Soccer Field,Supermarket,Newsstand,Nightclub,Palace
49,48.097415789473686,11.6227,54,26,German Restaurant,Bus Stop,Italian Restaurant,Bakery,Ice Cream Shop,Plaza,Supermarket,Organic Grocery,Bank,Light Rail Station
50,48.097415789473686,11.6376,55,3,Bakery,Gym / Fitness Center,Clothing Store,Asian Restaurant,Ice Cream Shop,Supermarket,Bank,German Restaurant,Donut Shop,Bookstore
51,48.097415789473686,11.6525,56,3,Gym / Fitness Center,Clothing Store,Asian Restaurant,Hotel,Supermarket,Bus Stop,Ice Cream Shop,Shoe Store,Big Box Store,Sushi Restaurant
52,48.097415789473686,11.6674,57,6,Hotel,Bakery,Supermarket,Office,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
53,48.097415789473686,11.6823,58,30,Park,Bus Stop,Lake,Memorial Site,Paper / Office Supplies Store,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
54,48.097415789473686,11.6972,59,5,Home Service,Business Service,Park,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
55,48.10477368421053,11.4141,60,28,Ice Cream Shop,Hotel,German Restaurant,Light Rail Station,Restaurant,Drugstore,Pharmacy,Café,Sporting Goods Shop,Supermarket
56,48.10477368421053,11.429,61,26,German Restaurant,Supermarket,Sporting Goods Shop,Hotel,Pastry Shop,Food & Drink Shop,Restaurant,Music Venue,Office,Outdoor Supply Store
57,48.10477368421053,11.4439,62,26,Park,Bus Stop,Indian Restaurant,Sports Bar,Italian Restaurant,German Restaurant,Supermarket,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
58,48.10477368421053,11.4588,63,25,Bus Stop,Home Service,Hotel,German Restaurant,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
59,48.10477368421053,11.4737,64,0,Bus Stop,Bakery,German Restaurant,Steakhouse,Supermarket,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery
60,48.10477368421053,11.4886,65,30,German Restaurant,Construction & Landscaping,Café,Plaza,Bus Stop,ATM,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store
61,48.10477368421053,11.503499999999999,66,26,Supermarket,Forest,Bridal Shop,Gym / Fitness Center,Italian Restaurant,Gas Station,Bus Stop,Opera House,Outlet Store,Outdoors & Recreation
62,48.10477368421053,11.5184,67,0,Bus Stop,Ice Cream Shop,Rental Car Location,Soccer Field,Forest,Supermarket,Greek Restaurant,Bank,Liquor Store,Tunnel
63,48.10477368421053,11.5333,68,3,Hotel,Italian Restaurant,Bakery,Pizza Place,Drugstore,Organic Grocery,Supermarket,Gym / Fitness Center,Design Studio,Music Store
64,48.10477368421053,11.5482,69,18,German Restaurant,Zoo Exhibit,Italian Restaurant,Convenience Store,BBQ Joint,Bakery,Plaza,Park,Supermarket,Trail
65,48.10477368421053,11.5631,70,0,Bus Stop,Beer Garden,Bakery,Zoo Exhibit,Rest Area,Gastropub,Sports Club,German Restaurant,Café,Supermarket
66,48.10477368421053,11.578,71,28,Bakery,Hotel,Gym / Fitness Center,Supermarket,Indian Restaurant,Soccer Field,Pharmacy,Tram Station,Gym Pool,Taverna
67,48.10477368421053,11.5929,72,26,Bus Stop,Supermarket,Hotel,Drugstore,Ice Cream Shop,Pie Shop,Office,German Restaurant,Greek Restaurant,Gym / Fitness Center
68,48.10477368421053,11.607800000000001,73,3,Drugstore,Lounge,Supermarket,Gym / Fitness Center,Bus Stop,Liquor Store,Fast Food Restaurant,Hotel,IT Services,Museum
69,48.10477368421053,11.6227,74,26,Supermarket,Bus Stop,Ice Cream Shop,Dessert Shop,Market,Bakery,Organic Grocery,German Restaurant,Diner,Plaza
70,48.10477368421053,11.6376,75,3,Supermarket,Clothing Store,Asian Restaurant,Ice Cream Shop,Bakery,Drugstore,Shopping Mall,Seafood Restaurant,Mobile Phone Shop,Sushi Restaurant
71,48.10477368421053,11.6525,76,3,Supermarket,Bus Stop,Clothing Store,Drugstore,Asian Restaurant,Ice Cream Shop,Seafood Restaurant,Shoe Store,Metro Station,Shopping Mall
72,48.10477368421053,11.6674,77,25,Bus Stop,Beer Garden,Hotel,Opera House,Paper / Office Supplies Store,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
73,48.10477368421053,11.6823,78,4,Memorial Site,Playground,ATM,Office,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture,Organic Grocery,Optical Shop
74,48.10477368421053,11.6972,79,19,Bus Stop,Playground,Antique Shop,Business Service,Park,Optical Shop,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store
75,48.11213157894737,11.4141,80,17,Rest Area,Athletics & Sports,ATM,Opera House,Paper / Office Supplies Store,Palace,Outlet Store,Outdoors & Recreation,Outdoor Supply Store,Outdoor Sculpture
76,48.11213157894737,11.429,81,26,Hotel,Food & Drink Shop,Supermarket,Pastry Shop,Construction & Landscaping,Italian Restaurant,Deli / Bodega,Drugstore,Dessert Shop,Outdoor Supply Store
77,48.11213157894737,11.4439,82,26,German Restaurant,Hotel,Italian Restaurant,Park,Gym / Fitness Center,Liquor Store,Sports Bar,Hardware Store,Department Store,Greek Restaurant
78,48.11213157894737,11.4588,83,26,Greek Restaurant,German Restaurant,Shoe Store,Gym / Fitness Center,Bus Stop,Sports Bar,Hotel,Supermarket,Hardware Store,Italian Restaurant
79,48.11213157894737,11.4737,84,0,Bakery,Bus Stop,Supermarket,Hotel,German Restaurant,ATM,Trattoria/Osteria,Sushi Restaurant,Steakhouse,Sandwich Place
80,48.11213157894737,11.4886,85,19,Bus Stop,Food & Drink Shop,Pastry Shop,Metro Station,Sushi Restaurant,German Restaurant,Plaza,Bakery,Construction & Landscaping,Noodle House
81,48.11213157894737,11.503499999999999,86,0,Bus Stop,Italian Restaurant,Bakery,Ice Cream Shop,Trattoria/Osteria,Supermarket,Gym / Fitness Center,Chinese Restaurant,Bank,Health & Beauty Service
82,48.11213157894737,11.5184,87,0,Bus Stop,Asian Restaurant,Supermarket,Greek Restaurant,Ice Cream Shop,Gym / Fitness Center,Bakery,Brewery,Plaza,Playground
83,48.11213157894737,11.5333,88,28,Hotel,Bus Stop,Bakery,Drugstore,Supermarket,Italian Restaurant,Greek Restaurant,Plaza,Tunnel,Athletics & Sports
84,48.11213157894737,11.5482,89,26,Italian Restaurant,German Restaurant,Hotel,Falafel Restaurant,Doner Restaurant,BBQ Joint,Supermarket,Bakery,Climbing Gym,Middle Eastern Restaurant
85,48.11213157894737,11.5631,90,27,German Restaurant,Bus Stop,Athletics & Sports,Ice Cream Shop,Lake,Taverna,Metro Station,Park,Beer Garden,Trail
